person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
25,145174.0,0,4800.0,14.22,0.03,3,542,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
23,50224.0,2,6000.0,9.32,0.12,3,616,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23,50171.0,1,4500.0,10.95,0.09,4,643,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22,28822.0,0,4850.0,14.27,0.17,4,696,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
24,49180.0,5,4850.0,6.62,0.1,2,672,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
24,65759.0,2,4850.0,8.49,0.07,2,616,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
23,50407.0,2,7500.0,10.71,0.15,2,717,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23,50246.0,0,5500.0,10.71,0.11,4,657,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
25,26909.0,0,4900.0,13.72,0.18,2,662,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
25,50402.0,0,4000.0,6.76,0.08,3,652,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
25,50302.0,0,12000.0,11.01,0.24,2,615,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
23,115035.0,0,10000.0,10.99,0.09,4,626,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,50038.0,5,16000.0,10.95,0.32,3,650,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
23,49983.0,3,10000.0,9.32,0.2,4,656,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
25,100587.0,2,10000.0,13.22,0.1,3,648,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
23,116092.0,3,10000.0,10.65,0.09,3,645,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
21,49852.0,0,5700.0,12.99,0.11,4,678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,50554.0,5,5600.0,6.03,0.11,3,692,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
24,50397.0,1,9200.0,12.42,0.18,2,592,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,117270.0,4,10000.0,13.99,0.09,3,547,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
24,118634.0,2,10000.0,7.51,0.08,4,587,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
25,118316.0,2,10000.0,12.69,0.08,4,595,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,50264.0,0,16000.0,11.83,0.32,2,651,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26,119780.0,4,10000.0,7.29,0.08,2,686,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
25,120202.0,0,10000.0,14.65,0.08,3,661,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
24,106531.0,2,10000.0,14.84,0.09,2,610,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,121196.0,1,10000.0,9.32,0.08,4,599,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
22,121098.0,0,10000.0,10.65,0.08,3,559,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
24,120913.0,1,10000.0,7.51,0.08,3,622,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
25,120772.0,6,10000.0,6.62,0.08,4,649,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
25,106548.0,2,10000.0,17.88,0.09,4,640,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
24,121317.0,4,10000.0,16.4,0.08,2,599,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
21,106388.0,0,10000.0,17.93,0.09,3,616,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
23,121014.0,0,10000.0,11.46,0.08,2,614,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
21,123563.0,0,10000.0,11.01,0.08,3,616,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
23,51403.0,0,7200.0,11.01,0.14,2,671,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,123577.0,2,10000.0,8.59,0.08,2,638,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
25,129629.0,4,10000.0,8.38,0.08,3,541,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
24,50822.0,2,8500.0,7.14,0.17,4,612,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,130094.0,0,10000.0,7.66,0.08,2,604,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
26,116491.0,0,10000.0,15.28,0.09,2,605,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
25,51340.0,2,1600.0,13.11,0.03,3,654,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
23,118502.0,0,10000.0,16.4,0.08,2,653,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
25,50561.0,1,4400.0,7.29,0.09,2,646,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
23,133302.0,2,10000.0,7.88,0.08,2,637,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,51122.0,2,12000.0,12.42,0.23,2,728,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
22,50961.0,0,6800.0,10.59,0.13,3,605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,50654.0,0,7000.0,13.43,0.14,3,512,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26,136440.0,6,10000.0,13.72,0.07,3,666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
24,50941.0,4,10000.0,8.94,0.2,2,625,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
22,50878.0,0,3000.0,15.05,0.06,3,658,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24,138747.0,1,10000.0,8.94,0.07,4,624,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
22,50615.0,0,14400.0,11.01,0.28,4,685,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
25,51262.0,3,4000.0,5.99,0.08,2,588,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
25,138917.0,3,10000.0,7.29,0.07,4,698,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
25,51068.0,5,5000.0,7.51,0.1,2,540,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
25,139102.0,0,10000.0,10.37,0.07,2,709,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
21,43977.0,2,2400.0,11.01,0.05,3,507,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,140185.0,3,10000.0,14.26,0.07,4,534,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
22,51044.0,1,5000.0,6.03,0.1,2,635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,50972.0,2,3100.0,6.76,0.06,4,687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,144840.0,0,10000.0,11.71,0.07,3,683,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
21,145025.0,0,10000.0,9.99,0.07,3,626,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
26,144835.0,5,10000.0,12.68,0.07,2,529,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
23,43871.0,2,3500.0,13.35,0.08,2,618,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,145219.0,1,10000.0,7.88,0.07,2,610,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
24,145120.0,3,10000.0,13.61,0.07,4,675,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
23,111020.0,0,10000.0,11.01,0.09,4,614,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
25,145085.0,3,10000.0,9.32,0.07,2,576,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
23,145071.0,0,10000.0,11.66,0.07,2,665,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25,51393.0,3,3000.0,9.91,0.06,4,605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,51290.0,3,10500.0,14.65,0.2,2,588,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
22,44126.0,0,4000.0,12.69,0.09,4,643,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,43929.0,0,5000.0,14.27,0.11,2,618,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,51430.0,2,12000.0,9.91,0.23,2,678,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
23,51155.0,0,6000.0,16.77,0.12,3,609,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
25,51537.0,0,13975.0,8.9,0.27,4,653,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
22,50863.0,0,15000.0,13.49,0.29,4,661,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,51480.0,2,4900.0,6.03,0.1,4,634,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,51713.0,0,8000.0,6.62,0.15,4,610,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
22,51353.0,0,5400.0,6.03,0.11,3,575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,51314.0,2,4800.0,11.01,0.09,3,629,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,51195.0,2,3500.0,9.91,0.07,2,592,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
24,51323.0,1,8675.0,7.51,0.17,4,696,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
24,51243.0,0,3125.0,8.9,0.06,3,586,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
22,51621.0,1,9350.0,12.69,0.18,2,641,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24,51258.0,2,8000.0,6.62,0.16,3,697,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
22,36318.0,0,9975.0,11.01,0.27,2,645,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
24,56308.0,3,9975.0,13.11,0.18,3,720,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
22,72978.0,2,9975.0,11.48,0.14,4,612,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
22,51427.0,0,3000.0,6.03,0.06,2,626,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23,78838.0,1,9975.0,7.51,0.13,2,667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
23,51118.0,0,6500.0,6.03,0.13,2,679,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
22,87294.0,0,9975.0,10.99,0.11,3,615,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
22,51395.0,0,10000.0,6.03,0.19,2,601,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
25,51493.0,2,9100.0,11.01,0.18,3,565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22,100458.0,0,9975.0,11.01,0.1,3,592,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25,33237.0,0,4900.0,14.26,0.15,4,633,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
21,51439.0,0,5000.0,17.49,0.1,2,588,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
22,32617.0,0,9900.0,11.71,0.3,4,690,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
22,36892.0,0,9875.0,7.29,0.27,3,645,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
23,51190.0,0,8000.0,10.99,0.16,4,585,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
26,34618.0,2,9800.0,7.29,0.28,4,675,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22,40441.0,0,9800.0,11.01,0.24,2,660,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,44311.0,3,9800.0,10.36,0.22,4,641,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
23,58437.0,0,9800.0,7.88,0.17,4,659,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
23,54050.0,2,9800.0,7.51,0.18,2,662,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
24,51495.0,0,12000.0,6.99,0.23,3,580,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
23,53802.0,1,9800.0,13.11,0.18,2,657,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
24,51331.0,1,1000.0,11.49,0.02,4,593,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26,44369.0,0,11000.0,10.59,0.25,4,578,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,64962.0,6,9800.0,6.17,0.15,4,613,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23,72869.0,0,9800.0,13.49,0.13,2,707,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
22,72994.0,1,9800.0,11.01,0.13,3,713,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
25,72979.0,2,9800.0,11.01,0.13,3,682,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
24,99891.0,1,9800.0,7.51,0.1,4,619,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
23,80347.0,3,9800.0,15.7,0.12,2,599,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
22,51403.0,0,7000.0,11.01,0.14,3,590,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
26,112491.0,7,9800.0,10.25,0.09,4,548,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
25,51784.0,2,7200.0,14.79,0.14,2,672,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26,129688.0,1,9800.0,8.9,0.08,3,670,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
23,43889.0,5,6725.0,11.49,0.15,2,670,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21,51370.0,0,7000.0,15.23,0.14,4,598,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23,44650.0,0,4900.0,12.68,0.11,2,660,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
25,39805.0,3,4900.0,11.49,0.12,2,586,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
23,51087.0,4,4900.0,14.72,0.1,4,697,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
22,51632.0,1,14750.0,12.99,0.29,4,664,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22,51261.0,0,6000.0,12.99,0.12,2,702,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
22,51757.0,0,5000.0,6.99,0.1,4,636,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
26,44024.0,4,4500.0,10.59,0.1,2,673,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,61200.0,0,4900.0,8.49,0.08,3,555,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
21,61059.0,0,4900.0,8.94,0.08,2,587,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
24,62822.0,0,4900.0,9.99,0.08,3,588,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
23,65786.0,4,4900.0,11.01,0.07,2,670,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
23,51399.0,0,8000.0,5.42,0.16,3,569,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
24,84777.0,3,4900.0,9.99,0.06,2,678,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
23,51395.0,0,12000.0,15.23,0.23,3,574,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
21,51248.0,0,8000.0,9.99,0.16,4,568,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
24,89741.0,0,4900.0,12.87,0.05,3,666,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
23,129423.0,2,4900.0,8.94,0.04,2,642,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
25,16840.0,5,4950.0,9.63,0.29,3,660,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22,18876.0,0,4950.0,8.9,0.26,4,680,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
24,51218.0,1,11000.0,5.42,0.21,4,675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,51418.0,3,10000.0,7.49,0.19,4,640,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
24,44562.0,0,4000.0,15.23,0.09,3,628,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,41936.0,1,4975.0,7.51,0.12,2,662,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,91251.0,5,4975.0,6.76,0.05,4,526,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,114873.0,2,4975.0,6.17,0.04,3,613,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
23,51221.0,0,6000.0,5.42,0.12,2,545,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
23,34426.0,3,5000.0,8.94,0.15,3,675,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
22,34723.0,1,5000.0,17.51,0.14,4,655,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24,51582.0,2,1200.0,11.49,0.02,3,611,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
22,34711.0,0,5000.0,11.01,0.14,3,644,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
24,51247.0,4,2500.0,15.28,0.05,2,582,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
23,34266.0,1,5000.0,13.72,0.15,4,608,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,34363.0,3,5000.0,11.78,0.15,4,694,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
24,34515.0,0,5000.0,7.68,0.14,3,649,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
25,35588.0,3,5000.0,8.9,0.14,2,652,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
22,35384.0,0,5000.0,6.91,0.14,2,558,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
23,35372.0,1,5000.0,11.49,0.14,2,636,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
23,51472.0,1,7600.0,6.0,0.15,2,652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,51491.0,0,7050.0,11.01,0.14,4,607,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
23,35668.0,1,5000.0,13.11,0.14,3,565,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,35579.0,1,5000.0,14.84,0.14,2,684,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
24,35869.0,0,5000.0,10.99,0.14,4,625,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
23,36680.0,0,5000.0,7.66,0.14,4,696,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
21,51308.0,1,2500.0,7.29,0.05,4,681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,36755.0,5,5000.0,12.42,0.14,2,546,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
25,36759.0,6,5000.0,7.9,0.14,3,604,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
24,37077.0,2,5000.0,12.69,0.13,4,580,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,36993.0,3,5000.0,11.01,0.14,2,531,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
23,44142.0,0,10750.0,11.01,0.24,3,608,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22,36924.0,2,5000.0,11.01,0.14,2,641,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
23,37004.0,1,5000.0,12.99,0.14,2,660,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
22,51456.0,0,9000.0,7.66,0.17,2,685,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
26,36914.0,3,5000.0,11.01,0.14,2,665,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
22,36844.0,0,5000.0,8.88,0.14,3,614,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
23,37085.0,0,5000.0,11.01,0.13,3,568,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
25,36788.0,7,5000.0,11.86,0.14,2,655,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
24,51193.0,1,12000.0,7.66,0.23,3,588,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
22,36997.0,1,5000.0,11.49,0.14,2,602,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
23,36922.0,0,5000.0,11.86,0.14,2,681,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
21,36680.0,0,5000.0,8.59,0.14,2,632,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
21,37091.0,1,5000.0,14.96,0.13,2,633,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
25,51653.0,1,3250.0,10.0,0.06,3,680,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
21,37085.0,0,5000.0,13.92,0.13,4,552,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
24,36848.0,1,5000.0,11.14,0.14,2,608,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
21,44105.0,3,14000.0,6.54,0.32,4,625,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,37393.0,4,5000.0,14.42,0.13,4,597,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,36775.0,1,5000.0,11.59,0.14,4,652,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
22,37004.0,0,5000.0,10.33,0.14,3,624,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
23,37522.0,2,5000.0,11.12,0.13,2,660,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
25,51138.0,0,10000.0,5.42,0.2,2,641,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,51316.0,0,12000.0,11.01,0.23,4,642,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
22,38133.0,0,5000.0,10.0,0.13,2,645,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
23,51510.0,2,1500.0,6.17,0.03,3,607,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
26,37917.0,6,5000.0,14.96,0.13,3,680,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
22,38048.0,0,5000.0,10.62,0.13,4,621,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
25,37962.0,2,5000.0,8.94,0.13,2,565,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
26,38438.0,1,5000.0,8.63,0.13,2,684,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
22,38629.0,0,5000.0,7.51,0.13,3,640,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
25,51130.0,0,3500.0,10.36,0.07,2,557,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,39310.0,2,5000.0,8.0,0.13,3,640,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
23,51728.0,4,11000.0,6.54,0.21,3,521,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
21,51200.0,3,12250.0,8.88,0.24,4,616,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
25,39810.0,0,5000.0,14.27,0.13,4,622,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
23,39650.0,0,5000.0,12.69,0.13,4,690,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
26,39797.0,5,5000.0,6.03,0.13,2,658,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
22,44476.0,2,7000.0,14.84,0.16,3,595,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,39173.0,2,5000.0,14.79,0.13,2,622,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,51410.0,0,9250.0,11.12,0.18,4,679,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
26,39344.0,6,5000.0,7.49,0.13,2,709,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,39527.0,1,5000.0,11.01,0.13,3,649,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
26,39103.0,6,5000.0,12.53,0.13,3,651,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
21,39303.0,0,5000.0,7.68,0.13,4,647,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
24,39265.0,5,5000.0,13.23,0.13,2,572,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,39411.0,1,5000.0,14.35,0.13,3,593,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
24,51384.0,2,12000.0,10.38,0.23,4,657,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
23,39546.0,0,5000.0,11.01,0.13,2,624,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
24,51435.0,2,4200.0,13.23,0.08,2,656,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
24,44092.0,4,6000.0,7.14,0.14,4,646,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,40373.0,0,5000.0,13.48,0.12,3,615,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
26,40177.0,5,5000.0,12.69,0.12,4,665,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
26,44195.0,0,6000.0,11.49,0.14,2,682,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,40514.0,1,5000.0,10.62,0.12,2,643,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
23,51540.0,2,11000.0,7.88,0.21,2,631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22,40688.0,0,5000.0,10.25,0.12,4,590,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,40716.0,2,5000.0,11.01,0.12,3,682,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
21,40299.0,0,5000.0,12.84,0.12,2,611,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
24,51560.0,3,3000.0,7.51,0.06,2,695,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23,40675.0,3,5000.0,11.01,0.12,4,672,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
26,40990.0,5,5000.0,14.11,0.12,4,660,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
23,41638.0,1,5000.0,13.49,0.12,4,681,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
21,41066.0,0,5000.0,13.49,0.12,3,599,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
21,51296.0,0,13750.0,11.36,0.27,4,596,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,41512.0,0,5000.0,12.18,0.12,3,633,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
25,41912.0,5,5000.0,9.38,0.12,3,663,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24,51384.0,0,8500.0,7.51,0.17,4,649,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
25,42112.0,2,5000.0,11.01,0.12,2,685,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
23,41795.0,0,5000.0,7.88,0.12,4,638,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21,51095.0,0,3500.0,7.51,0.07,2,640,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
22,41695.0,0,5000.0,8.0,0.12,4,571,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25,42545.0,3,5000.0,13.49,0.12,4,692,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
22,42137.0,0,5000.0,11.01,0.12,4,658,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
23,42777.0,0,5000.0,10.99,0.12,2,600,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
